"","SubNo","TrialNo","Mapping","State","Resp","Acc","Reward","Balance","ReactionTime","UncerCond","RewardedOrNot","RewardProp_WTA","RewardProp_PWRL","RewardProp_BISAW","RewardSucc_WTA","RewardSucc_PWRL","RewardSucc_BISAW","RewardFail_WTA","RewardFail_PWRL","RewardFail_BISAW"
"10354",52,154,0,0,0,1,0,870,1100,"RU",0,0.69,0.69,0.52,69,69,52,31,31,48
"10355",52,155,0,1,1,1,0,870,1516,"RU",0,0.6,0.6,0.57,60,60,57,40,40,43
"10356",52,156,0,0,0,1,0,870,833,"RU",0,0.67,0.67,0.55,67,67,55,33,33,45
"10357",52,157,0,1,1,1,10,880,1400,"RU",1,0.62,0.62,0.58,62,62,58,38,38,42
"10358",52,158,0,0,1,0,0,880,933,"RU",0,0.64,0.64,0.55,64,64,55,36,36,45
"10359",52,159,0,0,0,1,10,890,783,"RU",1,0.66,0.66,0.69,66,66,69,34,34,31
"10360",52,160,0,0,0,1,0,890,733,"RU",0,0.64,0.64,0.55,64,64,55,36,36,45
"10361",52,161,0,0,0,1,10,900,950,"RU",1,0.63,0.63,0.67,63,63,67,37,37,33
"10362",52,162,0,1,1,1,10,910,833,"RU",1,0.62,0.62,0.55,62,62,55,38,38,45
"10363",52,163,0,0,0,1,10,920,1116,"RU",1,0.65,0.65,0.61,65,65,61,35,35,39
"10364",52,164,0,0,0,1,10,930,1100,"RU",1,0.66,0.66,0.57,66,66,57,34,34,43
"10365",52,165,0,1,1,1,10,940,933,"RU",1,0.53,0.53,0.58,53,53,58,47,47,42
"10366",52,166,0,1,1,1,0,940,1166,"RU",0,0.64,0.64,0.55,64,64,55,36,36,45
"10367",52,167,0,0,0,1,10,950,883,"RU",1,0.61,0.61,0.61,61,61,61,39,39,39
"10368",52,168,0,1,1,1,10,960,2883,"RU",1,0.62,0.62,0.62,62,62,62,38,38,38
"10369",52,169,0,1,1,1,10,970,800,"RU",1,0.62,0.62,0.56,62,62,56,38,38,44
"10370",52,170,0,0,0,1,10,980,900,"RU",1,0.73,0.73,0.63,73,73,63,27,27,37
"10371",52,171,0,1,1,1,10,990,800,"RU",1,0.62,0.62,0.53,62,62,53,38,38,47
"10372",52,172,0,0,0,1,10,1000,1250,"RU",1,0.62,0.62,0.58,62,62,58,38,38,42
"10373",52,173,0,1,1,1,10,1010,1050,"RU",1,0.71,0.71,0.54,71,71,54,29,29,46
"10374",52,174,0,0,0,1,0,1010,916,"RU",0,0.55,0.55,0.6,55,55,60,45,45,40
"10375",52,175,0,1,1,1,10,1020,1400,"RU",1,0.6,0.6,0.52,60,60,52,40,40,48
"10376",52,176,0,1,1,1,10,1030,933,"RU",1,0.74,0.74,0.59,74,74,59,26,26,41
"10377",52,177,0,1,1,1,10,1040,866,"RU",1,0.6,0.6,0.59,60,60,59,40,40,41
"10378",52,178,0,0,0,1,10,1050,900,"RU",1,0.52,0.52,0.62,52,52,62,48,48,38
"10379",52,179,0,0,0,1,10,1060,1900,"RU",1,0.65,0.65,0.65,65,65,65,35,35,35
"10380",52,180,0,0,0,1,10,1070,816,"RU",1,0.56,0.56,0.54,56,56,54,44,44,46
"10381",52,181,0,0,0,1,0,1070,666,"RU",0,0.6,0.6,0.59,60,60,59,40,40,41
"10382",52,182,0,0,0,1,10,1080,766,"RU",1,0.58,0.58,0.59,58,58,59,42,42,41
"10383",52,183,0,1,1,1,0,1080,1400,"RU",0,0.68,0.68,0.58,68,68,58,32,32,42
"10384",52,184,0,0,0,1,0,1080,733,"RU",0,0.69,0.69,0.58,69,69,58,31,31,42
"10385",52,185,0,0,1,0,0,1080,1033,"RU",0,0.62,0.62,0.51,62,62,51,38,38,49
"10386",52,186,0,1,1,1,10,1090,1050,"RU",1,0.61,0.61,0.54,61,61,54,39,39,46
"10387",52,187,0,1,1,1,10,1100,983,"RU",1,0.6,0.6,0.61,60,60,61,40,40,39
"10388",52,188,0,0,0,1,10,1110,883,"RU",1,0.66,0.66,0.56,66,66,56,34,34,44
"10389",52,189,0,0,0,1,10,1120,816,"RU",1,0.7,0.7,0.53,70,70,53,30,30,47
"10390",52,190,0,1,1,1,10,1130,933,"RU",1,0.57,0.57,0.59,57,57,59,43,43,41
"10391",52,191,0,0,0,1,10,1140,800,"RU",1,0.66,0.66,0.61,66,66,61,34,34,39
"10392",52,192,0,0,0,1,10,1150,883,"RU",1,0.53,0.53,0.51,53,53,51,47,47,49
"10393",52,193,0,0,0,1,10,1160,800,"RU",1,0.6,0.6,0.61,60,60,61,40,40,39
"10394",52,194,0,1,1,1,10,1170,1083,"RU",1,0.59,0.59,0.52,59,59,52,41,41,48
"10395",52,195,0,1,1,1,0,1170,2316,"RU",0,0.68,0.68,0.58,68,68,58,32,32,42
"10396",52,196,0,0,0,1,10,1180,1266,"RU",1,0.57,0.57,0.56,57,57,56,43,43,44
"10397",52,197,0,0,0,1,0,1180,1183,"RU",0,0.67,0.67,0.62,67,67,62,33,33,38
"10398",52,198,0,1,1,1,0,1180,1083,"RU",0,0.62,0.62,0.62,62,62,62,38,38,38
"10399",52,199,0,0,1,0,0,1180,950,"RU",0,0.57,0.57,0.59,57,57,59,43,43,41
"10400",52,200,0,0,0,1,0,1180,700,"RU",0,0.66,0.66,0.58,66,66,58,34,34,42
"10401",53,1,1,1,1,1,10,10,3196,"RU",1,0.44,0.44,0.45,44,44,45,56,56,55
"10402",53,2,1,0,0,1,0,10,1633,"RU",0,0.51,0.51,0.53,51,51,53,49,49,47
"10403",53,3,1,1,0,0,10,20,2532,"RU",1,0.59,0.59,0.48,59,59,48,41,41,52
"10404",53,4,1,0,1,0,0,20,1799,"RU",0,0.46,0.46,0.62,46,46,62,54,54,38
"10405",53,5,1,1,1,1,10,30,1061,"RU",1,0.58,0.58,0.55,58,58,55,42,42,45
"10406",53,6,1,1,1,1,10,40,2166,"RU",1,0.48,0.48,0.48,48,48,48,52,52,52
"10407",53,7,1,1,0,0,0,40,1700,"RU",0,0.5,0.5,0.57,50,50,57,50,50,43
"10408",53,8,1,1,1,1,10,50,1233,"RU",1,0.53,0.53,0.5,53,53,50,47,47,50
"10409",53,9,1,0,0,1,10,60,3116,"RU",1,0.59,0.59,0.54,59,59,54,41,41,46
"10410",53,10,1,1,1,1,10,70,2266,"RU",1,0.54,0.54,0.61,54,54,61,46,46,39
"10411",53,11,1,0,0,1,0,70,633,"RU",0,0.49,0.49,0.54,49,49,54,51,51,46
"10412",53,12,1,0,0,1,10,80,2050,"RU",1,0.55,0.55,0.51,55,55,51,45,45,49
"10413",53,13,1,0,0,1,10,90,1766,"RU",1,0.51,0.51,0.52,51,51,52,49,49,48
"10414",53,14,1,1,1,1,10,100,916,"RU",1,0.45,0.45,0.52,45,45,52,55,55,48
"10415",53,15,1,0,1,0,0,100,900,"RU",0,0.44,0.44,0.52,44,44,52,56,56,48
"10416",53,16,1,0,0,1,0,100,583,"RU",0,0.53,0.53,0.54,53,53,54,47,47,46
"10417",53,17,1,0,1,0,10,110,1633,"RU",1,0.58,0.58,0.58,58,58,58,42,42,42
"10418",53,18,1,0,1,0,0,110,516,"RU",0,0.54,0.54,0.55,54,54,55,46,46,45
"10419",53,19,1,0,1,0,0,110,850,"RU",0,0.48,0.48,0.52,48,48,52,52,52,48
"10420",53,20,1,1,1,1,10,120,516,"RU",1,0.47,0.47,0.49,47,47,49,53,53,51
"10421",53,21,1,0,0,1,0,120,1000,"RU",0,0.55,0.55,0.46,55,55,46,45,45,54
"10422",53,22,1,0,0,1,10,130,1250,"RU",1,0.49,0.49,0.48,49,49,48,51,51,52
"10423",53,23,1,0,0,1,0,130,533,"RU",0,0.47,0.47,0.49,47,47,49,53,53,51
"10424",53,24,1,1,0,0,0,130,550,"RU",0,0.52,0.52,0.54,52,52,54,48,48,46
"10425",53,25,1,1,0,0,0,130,500,"RU",0,0.56,0.56,0.5,56,56,50,44,44,50
"10426",53,26,1,1,1,1,10,140,1066,"RU",1,0.57,0.57,0.54,57,57,54,43,43,46
"10427",53,27,1,0,0,1,10,150,600,"RU",1,0.54,0.54,0.56,54,54,56,46,46,44
"10428",53,28,1,0,0,1,10,160,1150,"RU",1,0.57,0.57,0.52,57,57,52,43,43,48
"10429",53,29,1,1,1,1,10,170,816,"RU",1,0.5,0.5,0.56,50,50,56,50,50,44
"10430",53,30,1,1,1,1,10,180,733,"RU",1,0.55,0.55,0.53,55,55,53,45,45,47
"10431",53,31,1,0,0,1,10,190,566,"RU",1,0.51,0.51,0.57,51,51,57,49,49,43
"10432",53,32,1,1,1,1,10,200,617,"RU",1,0.51,0.51,0.52,51,51,52,49,49,48
"10433",53,33,1,0,0,1,10,210,716,"RU",1,0.49,0.49,0.57,49,49,57,51,51,43
"10434",53,34,1,1,1,1,10,220,966,"RU",1,0.5,0.5,0.46,50,50,46,50,50,54
"10435",53,35,1,0,0,1,10,230,733,"RU",1,0.52,0.52,0.57,52,52,57,48,48,43
"10436",53,36,1,1,1,1,10,240,716,"RU",1,0.49,0.49,0.62,49,49,62,51,51,38
"10437",53,37,1,1,1,1,0,240,600,"RU",0,0.55,0.55,0.56,55,55,56,45,45,44
"10438",53,38,1,1,0,0,10,250,833,"RU",1,0.58,0.58,0.54,58,58,54,42,42,46
"10439",53,39,1,1,0,0,10,260,666,"RU",1,0.48,0.48,0.68,48,48,68,52,52,32
"10440",53,40,1,0,1,0,0,260,716,"RU",0,0.57,0.57,0.54,57,57,54,43,43,46
"10441",53,41,1,1,1,1,0,260,666,"RU",0,0.49,0.49,0.54,49,49,54,51,51,46
"10442",53,42,1,1,0,0,0,260,1166,"RU",0,0.65,0.65,0.55,65,65,55,35,35,45
"10443",53,43,1,1,0,0,0,260,1350,"RU",0,0.5,0.5,0.52,50,50,52,50,50,48
"10444",53,44,1,0,0,1,10,270,816,"RU",1,0.49,0.49,0.59,49,49,59,51,51,41
"10445",53,45,1,0,0,1,10,280,683,"RU",1,0.56,0.56,0.55,56,56,55,44,44,45
"10446",53,46,1,0,0,1,10,290,1566,"RU",1,0.61,0.61,0.57,61,61,57,39,39,43
"10447",53,47,1,0,0,1,10,300,650,"RU",1,0.51,0.51,0.5,51,51,50,49,49,50
"10448",53,48,1,1,1,1,0,300,583,"RU",0,0.5,0.5,0.55,50,50,55,50,50,45
"10449",53,49,1,0,1,0,0,300,1416,"RU",0,0.54,0.54,0.53,54,54,53,46,46,47
"10450",53,50,1,1,0,0,10,310,1250,"RU",1,0.55,0.55,0.54,55,55,54,45,45,46
"10451",53,51,1,0,1,0,0,310,4200,"RU",0,0.58,0.58,0.51,58,58,51,42,42,49
"10452",53,52,1,1,0,0,0,310,933,"RU",0,0.47,0.47,0.49,47,47,49,53,53,51
"10453",53,53,1,1,1,1,10,320,1950,"RU",1,0.56,0.56,0.49,56,56,49,44,44,51
"10454",53,54,1,0,0,1,0,320,1250,"RU",0,0.53,0.53,0.49,53,53,49,47,47,51
"10455",53,55,1,0,0,1,0,320,733,"RU",0,0.49,0.49,0.49,49,49,49,51,51,51
"10456",53,56,1,0,1,0,0,320,750,"RU",0,0.42,0.42,0.54,42,42,54,58,58,46
"10457",53,57,1,1,0,0,10,330,850,"RU",1,0.59,0.59,0.56,59,59,56,41,41,44
"10458",53,58,1,1,0,0,0,330,816,"RU",0,0.5,0.5,0.59,50,50,59,50,50,41
"10459",53,59,1,1,0,0,10,340,1183,"RU",1,0.51,0.51,0.54,51,51,54,49,49,46
"10460",53,60,1,0,1,0,0,340,550,"RU",0,0.35,0.35,0.57,35,35,57,65,65,43
"10461",53,61,1,0,1,0,0,340,583,"RU",0,0.57,0.57,0.5,57,57,50,43,43,50
"10462",53,62,1,0,0,1,0,340,833,"RU",0,0.48,0.48,0.56,48,48,56,52,52,44
"10463",53,63,1,0,0,1,10,350,683,"RU",1,0.57,0.57,0.59,57,57,59,43,43,41
"10464",53,64,1,1,1,1,0,350,516,"RU",0,0.54,0.54,0.58,54,54,58,46,46,42
"10465",53,65,1,0,1,0,10,360,1716,"RU",1,0.51,0.51,0.58,51,51,58,49,49,42
"10466",53,66,1,0,1,0,0,360,616,"RU",0,0.55,0.55,0.52,55,55,52,45,45,48
"10467",53,67,1,0,1,0,0,360,583,"RU",0,0.45,0.45,0.5,45,45,50,55,55,50
"10468",53,68,1,1,1,1,0,360,1100,"RU",0,0.6,0.6,0.44,60,60,44,40,40,56
"10469",53,69,1,1,1,1,10,370,1083,"RU",1,0.49,0.49,0.54,49,49,54,51,51,46
"10470",53,70,1,0,0,1,0,370,450,"RU",0,0.62,0.62,0.59,62,62,59,38,38,41
"10471",53,71,1,1,1,1,0,370,933,"RU",0,0.58,0.58,0.56,58,58,56,42,42,44
"10472",53,72,1,0,1,0,10,380,583,"RU",1,0.52,0.52,0.55,52,52,55,48,48,45
"10473",53,73,1,1,0,0,10,390,466,"RU",1,0.51,0.51,0.57,51,51,57,49,49,43
"10474",53,74,1,0,1,0,0,390,616,"RU",0,0.59,0.59,0.53,59,59,53,41,41,47
"10475",53,75,1,0,1,0,10,400,600,"RU",1,0.6,0.6,0.51,60,60,51,40,40,49
"10476",53,76,1,1,0,0,0,400,583,"RU",0,0.48,0.48,0.53,48,48,53,52,52,47
"10477",53,77,1,0,1,0,0,400,583,"RU",0,0.63,0.63,0.5,63,63,50,37,37,50
"10478",53,78,1,1,1,1,0,400,933,"RU",0,0.5,0.5,0.46,50,50,46,50,50,54
"10479",53,79,1,1,1,1,0,400,666,"RU",0,0.48,0.48,0.45,48,48,45,52,52,55
"10480",53,80,1,1,1,1,10,410,633,"RU",1,0.48,0.48,0.48,48,48,48,52,52,52
"10481",53,81,1,0,0,1,10,420,900,"RU",1,0.61,0.61,0.43,61,61,43,39,39,57
"10482",53,82,1,1,1,1,10,430,533,"RU",1,0.36,0.36,0.45,36,36,45,64,64,55
"10483",53,83,1,1,1,1,10,440,1716,"RU",1,0.5,0.5,0.58,50,50,58,50,50,42
"10484",53,84,1,1,1,1,10,450,583,"RU",1,0.55,0.55,0.49,55,55,49,45,45,51
"10485",53,85,1,0,0,1,10,460,766,"RU",1,0.54,0.54,0.61,54,54,61,46,46,39
"10486",53,86,1,0,1,0,0,460,883,"RU",0,0.54,0.54,0.46,54,54,46,46,46,54
"10487",53,87,1,1,0,0,10,470,1233,"RU",1,0.5,0.5,0.58,50,50,58,50,50,42
"10488",53,88,1,0,1,0,10,480,1466,"RU",1,0.47,0.47,0.54,47,47,54,53,53,46
"10489",53,89,1,1,0,0,0,480,616,"RU",0,0.47,0.47,0.43,47,47,43,53,53,57
"10490",53,90,1,0,1,0,10,490,800,"RU",1,0.53,0.53,0.51,53,53,51,47,47,49
"10491",53,91,1,0,1,0,0,490,950,"RU",0,0.44,0.44,0.43,44,44,43,56,56,57
"10492",53,92,1,1,0,0,10,500,933,"RU",1,0.5,0.5,0.51,50,50,51,50,50,49
"10493",53,93,1,1,0,0,0,500,1316,"RU",0,0.51,0.51,0.6,51,51,60,49,49,40
"10494",53,94,1,1,1,1,10,510,500,"RU",1,0.57,0.57,0.52,57,57,52,43,43,48
"10495",53,95,1,0,0,1,10,520,517,"RU",1,0.5,0.5,0.52,50,50,52,50,50,48
"10496",53,96,1,1,1,1,0,520,1116,"RU",0,0.51,0.51,0.49,51,51,49,49,49,51
"10497",53,97,1,1,1,1,10,530,683,"RU",1,0.6,0.6,0.47,60,60,47,40,40,53
"10498",53,98,1,1,1,1,10,540,1033,"RU",1,0.47,0.47,0.52,47,47,52,53,53,48
"10499",53,99,1,0,0,1,10,550,616,"RU",1,0.54,0.54,0.42,54,54,42,46,46,58
"10500",53,100,1,0,0,1,10,560,466,"RU",1,0.63,0.63,0.46,63,63,46,37,37,54
"10501",53,101,0,0,1,0,0,560,666,"RU",0,0.4,0.4,0.52,40,40,52,60,60,48
"10502",53,102,0,1,0,0,0,560,483,"RU",0,0.57,0.57,0.53,57,57,53,43,43,47
"10503",53,103,0,1,1,1,10,570,1100,"RU",1,0.5,0.5,0.48,50,50,48,50,50,52
"10504",53,104,0,1,1,1,10,580,500,"RU",1,0.43,0.43,0.5,43,43,50,57,57,50
"10505",53,105,0,0,0,1,0,580,550,"RU",0,0.43,0.43,0.52,43,43,52,57,57,48
"10506",53,106,0,0,1,0,0,580,733,"RU",0,0.46,0.46,0.49,46,46,49,54,54,51
"10507",53,107,0,1,1,1,10,590,1083,"RU",1,0.48,0.48,0.52,48,48,52,52,52,48
"10508",53,108,0,1,1,1,10,600,816,"RU",1,0.52,0.52,0.53,52,52,53,48,48,47
"10509",53,109,0,0,0,1,10,610,533,"RU",1,0.45,0.45,0.45,45,45,45,55,55,55
"10510",53,110,0,0,0,1,10,620,800,"RU",1,0.49,0.49,0.44,49,49,44,51,51,56
"10511",53,111,0,0,0,1,10,630,483,"RU",1,0.51,0.51,0.47,51,51,47,49,49,53
"10512",53,112,0,0,0,1,10,640,733,"RU",1,0.44,0.44,0.49,44,44,49,56,56,51
"10513",53,113,0,0,0,1,10,650,500,"RU",1,0.44,0.44,0.57,44,44,57,56,56,43
"10514",53,114,0,0,0,1,10,660,516,"RU",1,0.55,0.55,0.56,55,55,56,45,45,44
"10515",53,115,0,0,0,1,0,660,550,"RU",0,0.44,0.44,0.57,44,44,57,56,56,43
"10516",53,116,0,0,0,1,10,670,466,"RU",1,0.49,0.49,0.57,49,49,57,51,51,43
"10517",53,117,0,0,0,1,0,670,533,"RU",0,0.45,0.45,0.52,45,45,52,55,55,48
"10518",53,118,0,1,1,1,10,680,666,"RU",1,0.48,0.48,0.58,48,48,58,52,52,42
"10519",53,119,0,0,0,1,0,680,866,"RU",0,0.59,0.59,0.54,59,59,54,41,41,46
"10520",53,120,0,1,1,1,10,690,516,"RU",1,0.49,0.49,0.54,49,49,54,51,51,46
"10521",53,121,0,0,0,1,10,700,700,"RU",1,0.46,0.46,0.53,46,46,53,54,54,47
"10522",53,122,0,0,0,1,10,710,583,"RU",1,0.51,0.51,0.48,51,51,48,49,49,52
"10523",53,123,0,1,1,1,10,720,533,"RU",1,0.47,0.47,0.42,47,47,42,53,53,58
"10524",53,124,0,0,0,1,10,730,583,"RU",1,0.53,0.53,0.52,53,53,52,47,47,48
"10525",53,125,0,0,0,1,0,730,600,"RU",0,0.53,0.53,0.57,53,53,57,47,47,43
"10526",53,126,0,1,1,1,10,740,616,"RU",1,0.52,0.52,0.54,52,52,54,48,48,46
"10527",53,127,0,1,0,0,0,740,816,"RU",0,0.57,0.57,0.47,57,57,47,43,43,53
"10528",53,128,0,1,0,0,0,740,616,"RU",0,0.58,0.58,0.46,58,58,46,42,42,54
"10529",53,129,0,0,0,1,0,740,550,"RU",0,0.59,0.59,0.54,59,59,54,41,41,46
"10530",53,130,0,0,0,1,10,750,566,"RU",1,0.37,0.37,0.48,37,37,48,63,63,52
"10531",53,131,0,0,0,1,10,760,566,"RU",1,0.51,0.51,0.58,51,51,58,49,49,42
"10532",53,132,0,0,0,1,10,770,566,"RU",1,0.48,0.48,0.49,48,48,49,52,52,51
"10533",53,133,0,0,1,0,0,770,650,"RU",0,0.49,0.49,0.52,49,49,52,51,51,48
"10534",53,134,0,0,0,1,0,770,450,"RU",0,0.49,0.49,0.56,49,49,56,51,51,44
"10535",53,135,0,0,0,1,10,780,500,"RU",1,0.53,0.53,0.49,53,53,49,47,47,51
"10536",53,136,0,1,0,0,10,790,533,"RU",1,0.56,0.56,0.52,56,56,52,44,44,48
"10537",53,137,0,0,0,1,10,800,483,"RU",1,0.49,0.49,0.53,49,49,53,51,51,47
"10538",53,138,0,0,0,1,10,810,766,"RU",1,0.45,0.45,0.53,45,45,53,55,55,47
"10539",53,139,0,1,1,1,0,810,483,"RU",0,0.57,0.57,0.51,57,57,51,43,43,49
"10540",53,140,0,1,0,0,0,810,400,"RU",0,0.51,0.51,0.48,51,51,48,49,49,52
"10541",53,141,0,1,0,0,0,810,483,"RU",0,0.45,0.45,0.52,45,45,52,55,55,48
"10542",53,142,0,0,0,1,0,810,666,"RU",0,0.47,0.47,0.53,47,47,53,53,53,47
"10543",53,143,0,0,0,1,0,810,833,"RU",0,0.57,0.57,0.58,57,57,58,43,43,42
"10544",53,144,0,0,1,0,10,820,683,"RU",1,0.63,0.63,0.59,63,63,59,37,37,41
"10545",53,145,0,1,0,0,0,820,600,"RU",0,0.52,0.52,0.57,52,52,57,48,48,43
"10546",53,146,0,0,1,0,0,820,1650,"RU",0,0.57,0.57,0.53,57,57,53,43,43,47
"10547",53,147,0,0,0,1,0,820,766,"RU",0,0.53,0.53,0.58,53,53,58,47,47,42
"10548",53,148,0,1,1,1,10,830,1050,"RU",1,0.55,0.55,0.53,55,55,53,45,45,47
"10549",53,149,0,0,0,1,10,840,483,"RU",1,0.5,0.5,0.48,50,50,48,50,50,52
"10550",53,150,0,1,1,1,10,850,1000,"RU",1,0.56,0.56,0.58,56,56,58,44,44,42
"10551",53,151,0,0,0,1,0,850,800,"RU",0,0.55,0.55,0.48,55,55,48,45,45,52
"10552",53,152,0,0,0,1,0,850,1066,"RU",0,0.62,0.62,0.53,62,62,53,38,38,47
"10553",53,153,0,1,0,0,10,860,1166,"RU",1,0.52,0.52,0.58,52,52,58,48,48,42
"10554",53,154,0,1,0,0,0,860,600,"RU",0,0.49,0.49,0.65,49,49,65,51,51,35
"10555",53,155,0,0,1,0,10,870,766,"RU",1,0.56,0.56,0.52,56,56,52,44,44,48
"10556",53,156,0,1,0,0,0,870,1016,"RU",0,0.59,0.59,0.54,59,59,54,41,41,46
"10557",53,157,0,0,1,0,0,870,750,"RU",0,0.49,0.49,0.48,49,49,48,51,51,52
"10558",53,158,0,1,1,1,0,870,833,"RU",0,0.46,0.46,0.57,46,46,57,54,54,43
"10559",53,159,0,0,0,1,10,880,766,"RU",1,0.54,0.54,0.56,54,54,56,46,46,44
"10560",53,160,0,0,1,0,0,880,750,"RU",0,0.59,0.59,0.45,59,59,45,41,41,55
"10561",53,161,0,1,1,1,10,890,583,"RU",1,0.58,0.58,0.56,58,58,56,42,42,44
"10562",53,162,0,1,1,1,10,900,733,"RU",1,0.52,0.52,0.6,52,52,60,48,48,40
"10563",53,163,0,1,1,1,0,900,683,"RU",0,0.4,0.4,0.41,40,40,41,60,60,59
"10564",53,164,0,0,1,0,0,900,750,"RU",0,0.53,0.53,0.55,53,53,55,47,47,45
"10565",53,165,0,0,0,1,10,910,700,"RU",1,0.57,0.57,0.51,57,57,51,43,43,49
"10566",53,166,0,1,1,1,0,910,816,"RU",0,0.56,0.56,0.46,56,56,46,44,44,54
"10567",53,167,0,1,0,0,0,910,883,"RU",0,0.55,0.55,0.56,55,55,56,45,45,44
"10568",53,168,0,1,0,0,0,910,616,"RU",0,0.56,0.56,0.5,56,56,50,44,44,50
"10569",53,169,0,1,0,0,10,920,616,"RU",1,0.47,0.47,0.49,47,47,49,53,53,51
"10570",53,170,0,1,0,0,0,920,700,"RU",0,0.48,0.48,0.59,48,48,59,52,52,41
"10571",53,171,0,1,1,1,10,930,550,"RU",1,0.55,0.55,0.57,55,55,57,45,45,43
"10572",53,172,0,1,1,1,0,930,583,"RU",0,0.5,0.5,0.48,50,50,48,50,50,52
"10573",53,173,0,0,0,1,10,940,750,"RU",1,0.6,0.6,0.53,60,60,53,40,40,47
"10574",53,174,0,1,0,0,0,940,583,"RU",0,0.47,0.47,0.54,47,47,54,53,53,46
"10575",53,175,0,1,1,1,10,950,933,"RU",1,0.5,0.5,0.5,50,50,50,50,50,50
"10576",53,176,0,1,1,1,0,950,616,"RU",0,0.45,0.45,0.51,45,45,51,55,55,49
"10577",53,177,0,1,0,0,0,950,716,"RU",0,0.64,0.64,0.52,64,64,52,36,36,48
"10578",53,178,0,1,0,0,0,950,566,"RU",0,0.47,0.47,0.58,47,47,58,53,53,42
"10579",53,179,0,1,1,1,0,950,917,"RU",0,0.43,0.43,0.6,43,43,60,57,57,40
"10580",53,180,0,1,1,1,10,960,550,"RU",1,0.56,0.56,0.44,56,56,44,44,44,56
"10581",53,181,0,0,0,1,0,960,1066,"RU",0,0.53,0.53,0.57,53,53,57,47,47,43
"10582",53,182,0,1,0,0,0,960,633,"RU",0,0.58,0.58,0.67,58,58,67,42,42,33
"10583",53,183,0,1,0,0,0,960,816,"RU",0,0.57,0.57,0.49,57,57,49,43,43,51
"10584",53,184,0,1,0,0,0,960,1050,"RU",0,0.55,0.55,0.45,55,55,45,45,45,55
"10585",53,185,0,0,1,0,0,960,866,"RU",0,0.57,0.57,0.49,57,57,49,43,43,51
"10586",53,186,0,0,1,0,0,960,633,"RU",0,0.48,0.48,0.45,48,48,45,52,52,55
"10587",53,187,0,1,0,0,10,970,450,"RU",1,0.51,0.51,0.57,51,51,57,49,49,43
"10588",53,188,0,1,1,1,0,970,483,"RU",0,0.51,0.51,0.58,51,51,58,49,49,42
"10589",53,189,0,1,0,0,10,980,466,"RU",1,0.47,0.47,0.62,47,47,62,53,53,38
"10590",53,190,0,0,0,1,0,980,550,"RU",0,0.61,0.61,0.55,61,61,55,39,39,45
"10591",53,191,0,0,1,0,10,990,800,"RU",1,0.5,0.5,0.56,50,50,56,50,50,44
"10592",53,192,0,1,0,0,10,1000,1050,"RU",1,0.41,0.41,0.53,41,41,53,59,59,47
"10593",53,193,0,0,1,0,10,1010,916,"RU",1,0.62,0.62,0.51,62,62,51,38,38,49
"10594",53,194,0,1,0,0,0,1010,700,"RU",0,0.5,0.5,0.57,50,50,57,50,50,43
"10595",53,195,0,1,0,0,0,1010,750,"RU",0,0.45,0.45,0.53,45,45,53,55,55,47
"10596",53,196,0,1,1,1,10,1020,716,"RU",1,0.45,0.45,0.51,45,45,51,55,55,49
"10597",53,197,0,0,0,1,10,1030,766,"RU",1,0.53,0.53,0.51,53,53,51,47,47,49
"10598",53,198,0,0,0,1,0,1030,750,"RU",0,0.57,0.57,0.49,57,57,49,43,43,51
"10599",53,199,0,0,1,0,10,1040,716,"RU",1,0.48,0.48,0.46,48,48,46,52,52,54
"10600",53,200,0,1,0,0,10,1050,866,"RU",1,0.5,0.5,0.54,50,50,54,50,50,46
"10601",54,1,1,1,1,1,10,10,4200,"RU",1,0.57,0.57,0.49,57,57,49,43,43,51
"10602",54,2,1,0,0,1,0,10,1583,"RU",0,0.46,0.46,0.41,46,46,41,54,54,59
"10603",54,3,1,0,1,0,10,20,850,"RU",1,0.47,0.47,0.44,47,47,44,53,53,56
"10604",54,4,1,1,0,0,10,30,1000,"RU",1,0.53,0.53,0.61,53,53,61,47,47,39
"10605",54,5,1,0,1,0,10,40,916,"RU",1,0.58,0.58,0.51,58,58,51,42,42,49
"10606",54,6,1,1,0,0,0,40,950,"RU",0,0.57,0.57,0.59,57,57,59,43,43,41
"10607",54,7,1,0,1,0,0,40,633,"RU",0,0.47,0.47,0.56,47,47,56,53,53,44
"10608",54,8,1,0,0,1,0,40,1400,"RU",0,0.59,0.59,0.54,59,59,54,41,41,46
"10609",54,9,1,0,1,0,0,40,666,"RU",0,0.54,0.54,0.5,54,54,50,46,46,50
"10610",54,10,1,1,1,1,10,50,1150,"RU",1,0.51,0.51,0.51,51,51,51,49,49,49
"10611",54,11,1,0,1,0,0,50,616,"RU",0,0.49,0.49,0.49,49,49,49,51,51,51
"10612",54,12,1,0,0,1,0,50,850,"RU",0,0.46,0.46,0.61,46,46,61,54,54,39
"10613",54,13,1,1,1,1,0,50,716,"RU",0,0.5,0.5,0.45,50,50,45,50,50,55
"10614",54,14,1,1,1,1,10,60,616,"RU",1,0.46,0.46,0.54,46,46,54,54,54,46
"10615",54,15,1,0,1,0,0,60,716,"RU",0,0.5,0.5,0.52,50,50,52,50,50,48
"10616",54,16,1,0,0,1,10,70,650,"RU",1,0.55,0.55,0.57,55,55,57,45,45,43
"10617",54,17,1,0,0,1,10,80,583,"RU",1,0.52,0.52,0.53,52,52,53,48,48,47
